축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
부여세도 방울토마토 & 유채꽃축제,"세도의 봄, 유채꽃과 방울토마토로 물들다!","싱그러운 봄날, 부여군 세도면에서는 방울토마토의 신선한 맛과 유채꽃의 화사함이 어우러진 특별한 축제가 펼쳐진다. 세도면민 모두가 정성을 다해 준비한 이번 축제는 다양하고 특별한 체험, 풍성한 먹거리, 그리고 아름다운 자연속에서 소중한 추억을 만들어 갈 수 있는 자리이다.
[행사내용]
1. 메인프로그램 : 주무대 공연/행사
2. 부대프로그램 : 소무대 버스킹 무대
3. 소비자 참여 프로그램 : 다양한 체험/판대 부스 및 푸드트럭, 음식점 등
4. 기타 내용 : 19일 토요일 하냥살이 낙화놀이",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/62956baf-9551-45e3-87d1-6759cd5be592_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_62956baf-9551-45e3-87d1-6759cd5be592_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_62956baf-9551-45e3-87d1-6759cd5be592_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_62956baf-9551-45e3-87d1-6759cd5be592_6.jpg,2025-04-18,2025-04-20,충청남도 부여군 세도면 가회리 573번지,부여군/부여세도 방울토마토&유채꽃 축제 추진위원회,041-830-6723
선농대제,선농단에서 농사의 신 신농(神農)에 대한 제사와 임금의 친경(親耕)이 이뤄진 제례,"한 해의 풍년을 기원하며 농사의 신 신농에게 제사를 올리고, 임금이 직접 밭을 가는 친경이 이루어지던 ＇선농제＇를 재현한 전통 행사이다. 46회를 맞이하는 선농대제는 전통을 계승하고 현대적으로 재해석하여 동대문구의 풍요를 함께 기원하는 행사이다.
[행사내용]
대표 프로그램
1. 봄바람 설렁설렁 국악 콘서트
4월 18일(금) 동대문구 지식의 꽃밭
- 오후 5시 30분: 동대문구 예술인 공연
- 오후 7시: 유희스카, 악단광칠

2. 어가행렬·제례봉행
4월 19일(토) 선농단역사공원 일대
- 오전 9시: 어가행렬(동대문구청~선농단역사공원)
- 오전 10시 30분: 제례봉행(선농단역사공원)

3. 부대행사(종암초등학교)
- 오전 9시: 어린이 사생대회
- 오전 10시 30분: 설렁탕 나눔(선착순 2,500인분)
- 오후 1시: 전통놀이체험(선농단역사공원)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/9c0f09f5-b359-4a87-8c9e-b8cddc50afbc_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9c0f09f5-b359-4a87-8c9e-b8cddc50afbc_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9c0f09f5-b359-4a87-8c9e-b8cddc50afbc_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9c0f09f5-b359-4a87-8c9e-b8cddc50afbc_6.jpg,2025-04-18,2025-04-19,"서울특별시 동대문구 무학로44길 38 (제기동) 선농단역사공원 및 동대문구 지식의 꽃밭 종암초등학교 운동장, 왕산로·고산자로 일대",동대문문화재단/선농대제보존위원회,02-3295-5566
승기천 꽃피나 봄,승기천의 아름다운 봄꽃 경관을 활용한 도심 속 힐링 공간 제공,"2025 제2회 승기천 꽃피나 봄 축제는 도심 속 자연 하천인 승기천의 봄꽃 경관을 바탕으로, 관람객에게 힐링과 여유를 선사하는 자연친화형 문화축제이다. 푸른 하천과 흐드러진 튤립이 어우러진 잔디광장에서는 인천 콘서트 챔버 음악극, 물사랑음악회, 버스킹 공연 등 다채로운 공연이 펼쳐지며, 전 연령 관람객들을 위한 주민자치박람회 체험부스, 어린이 공예 및 생태 체험 등도 준비되어 있다. 특히 이번 축제에서는 야간 경관조명과 포토존, 소규모 플리마켓까지 운영되어, 낮에는 산책과 휴식, 밤에는 빛과 음악이 어우러지는 로맨틱한 봄날의 정취를 느낄 수 있다. 도심 속 여유와 문화 향유를 동시에 누릴 수 있는 도심 속 봄 피크닉, 승기천 꽃피나 봄에서 만나볼 수 있다.
[행사내용]
1. 축하공연
- 꽃피나 봄 테마 콘서트 : 인천 콘서트 챔버 및 버스킹 공연
- 승기천 물사랑 음악회

2. 체험부스 운영
- 제1회 연수구 주민자치박람회 체험부스 등 45개소 운영

3. 볼거리 및 살거리
- 포토존 및 경관조명 조성, 플리마켓 10개 내외 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/3e3a192e-538d-4443-9673-3a14dd5dcc75_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3e3a192e-538d-4443-9673-3a14dd5dcc75_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3e3a192e-538d-4443-9673-3a14dd5dcc75_5.jpg,,2025-04-18,2025-04-19,인천광역시 연수구 청능대로 205 (연수동),인천광역시 연수구,032-749-7330
익산백제 국가유산 야행,"아름다운 봄밤의 낭만, 백제의 숨결가득한 익산백제 국가유산 야행","백제 무왕의 천도지인 왕궁리유적과 왕궁리 5층 석탑이 살아 숨 쉬고 있는 '익산백제 국가유산 야행'의 밤이 내리면 아름다운 문화유산들 사이로 익산의 역사가 흐르고 '익산백제 국가유산 야행'이 시작된다. 달빛, 별빛 고이 품은 익산의 세계유산 백제왕궁에서 아름다운 봄밤의 낭만과 백제의 숨결을 느낄 수 있다.
[행사내용]
1.개막행사
- 식전공연 → 내빈소개 → 축사 → 개막퍼포먼스

2. 신규 체험프로그램
- 10여가지 체험 프로그램 신규 운영

3. 금마면 연계
- 익산세계유산센터, 금마로컬푸드 연계로 행사장 범위 확장
- 금마면 지역 연계를 통한 지역상권 활성화


4. 궁담 - 문화유산 분야 전문 강사 강연

5. 세계유산 등재 10주년 기념
- 백제역사유적지구 세계유산 등재 10주년을 기념한 다양한 프로그램 운영

6. 지역주민참여
- 왕궁면 부녀회 카페 운영 및 판매부스 운영
- 왕궁면 탑리마을 주민 백제인 역할극
- 금마면 금마시장상인회 판매부스 운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/44bab281-8e00-4e18-8cf0-4efe60a8b32e_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_44bab281-8e00-4e18-8cf0-4efe60a8b32e_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_44bab281-8e00-4e18-8cf0-4efe60a8b32e_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_44bab281-8e00-4e18-8cf0-4efe60a8b32e_6.jpg,2025-04-18,2025-04-20,전북특별자치도 익산시 왕궁면 궁성로 666 익산 백제왕궁(왕궁리유적),익산시청 문화유산과/익산시청,1577-0072
창녕낙동강유채축제,전국 단일면적 최대 규모 110만㎡의 유채꽃이 어우러진 대한민국 대표 명품 봄꽃축제,"창녕군 남지읍 낙동강 유채단지는 전국에서 단일면적으로 최대 규모인 110ha(33만여평)로, 낙동강의 절경과 어우러진 한 폭의 풍경화이다. 자연과 사람의 만남이라는 주제로 나비와 벌이 꽃처럼 가득한 낙동강유채단지의 아름다움을 전국에 알리고 관광객과 지역민이 함께 어울려 즐기는 축제이며, 2006년 1회를 시작으로 역사와 생태의 고장 창녕군의 대표축제로 자리매김하고 있다. 또한, 다양한 지역문화공연, 개막식 공연행사, 유채꽃라디엔티어링, 블랙이글스 에어쇼, 전시행사, 체험행사, 홍보행사를 통해 다양한 볼거리와 즐길거리를 관광객과 지역주민들에게 제공하고 있다.
[행사내용]
1. 메인프로그램 : 창녕농부아지매 선발대회, 개막공연, 블랙이글스 에어쇼, 유채꽃 라디엔티어링, 유채 청소년 가요제, 동춘서커스 공연, 폐막공연 등
2. 부대프로그램 : 영산쇠머리대기 시연, 창녕남지개비리 걷기대회, 청년 버스킹, 미술대회 등
3. 소비자 참여 프로그램 : 포토존 스탬프 투어, 어린이 놀이터, 체험부스, 공예체험, 무료사진 인화 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/4ffb3e89-3ddf-46b7-b688-4dee562eceb8_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4ffb3e89-3ddf-46b7-b688-4dee562eceb8_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4ffb3e89-3ddf-46b7-b688-4dee562eceb8_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4ffb3e89-3ddf-46b7-b688-4dee562eceb8_6.jpg,2025-04-18,2025-04-20,경상남도 창녕군 남지읍 남지강변길 177,창녕군/(사)창녕낙동강유채축제위원회,055-530-1521
의령 홍의장군 축제,매년 의병창의일인 4월 22일을 전후하여 개최되는 전국 최대 규모의 의병축제,"의병은 외세의 침입으로 나라가 어려움에 처했을 때 백성들이 스스로 군대를 조직해 오로지 구국의 일념으로 국난을 극복해낸 나라사랑의 상징이며, 홍의장군축제는 1592년 임진왜란 당시 전국에서 최초로 의병을 일으킨 망우당 곽재우 장군과 17장령, 그 밖의 수많은 의병을 추모하고 그 정신을 이어받기 위해 매년 의병창의일인 4월 22일을 전후하여 개최하는 전국 초대 규모의 의병축제이다.
[행사내용]
1. 메인프로그램 : 개막식, 의병출정 퍼레이드 및 횃불행진, 의병 플레이존&오징어게임, 전국 의병주제관 운영
2. 부대프로그램 : 의령 홍의장군 전국민물낚시대회, 제9회 이호섭 가요제, 의령 토요애 수박축제, 군민한마음 트롯대잔치
3. 소비자 참여 프로그램 : 축제장 거리퍼레이드, 의병 놀이마당, 홍의엽전 투어
4. 기타 내용 : 거리버스킹, 곤충생태학습관 특별전, 전국민속소힘겨루기대회",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/5c298491-4a02-45a5-aca7-c4302a8d43df_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5c298491-4a02-45a5-aca7-c4302a8d43df_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5c298491-4a02-45a5-aca7-c4302a8d43df_5.jpeg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5c298491-4a02-45a5-aca7-c4302a8d43df_6.jpeg,2025-04-17,2025-04-20,경상남도 의령군 의령읍 의병로8길 44 의령군민공원(구 서동생활공원),(사)의병기념사업회,055-570-4941
대전시민천문대 별축제,과학과 문화예술이 함께하는 축제,"대전시민천문대의 대표 행사로 14회째를 맞고있는 별축제는 과학체험을 비롯헤서 문화와 예술이 어우러진 종합 별축제이다. 전국 천문우주과학관이 참여하는 과학체험부스와 주,야간 천체망원경을 이용한 천체관측이 진행되고 야외에서 돔영상을 체험하는 돔영상관 상영, 대형 태양계 행성 및 달모형풍선을 배경으로 포토존운영 등 다양한 과학체험을 즐길 수있다.
[행사내용]
1. 메인프로그램 : 18일 별음악회공연, 17일 시낭송회공연
2. 부대프로그램 : 과학체험부스, 천체관측, 돔영상관, 달과 행성 포토존",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/306fb919-36d3-48d9-85cf-7d2247ad580c_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_306fb919-36d3-48d9-85cf-7d2247ad580c_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_306fb919-36d3-48d9-85cf-7d2247ad580c_5.jpg,,2025-04-16,2025-04-20,대전광역시 유성구 대덕대로 480 (도룡동) 대전엑스포과학공원 한빛탑광장,대전광역시/대전시민천문대,042-863-8763
대한민국 과학기술축제,"과학기술의 엔진, 호기심을 깨우다","과학의 달 4월, 대한민국 대표 과학축제, ""대한민국 과학기술축제""가 개최된다. 이번 축제는 과학기술문화 체험 중심의 ‘대한민국 과학축제’와 국가전략기술 분야 연구성과 전시 중심의 ‘대한민국 과학기술대전’, 과학과 지역·엔터를 융합한 ‘대전사이언스페스티벌’ 등 3개 행사가 통합 개최된다. 올해는 “과학기술의 엔진, 호기심을 깨우다 ”를 주제로 대중의 ‘과학적 호기심’을 깨울 수 있는 개막식, 강연, 공연 등의 다채로운 프로그램이 준비되어 있으며, 정부출연연구소, 과학기술원, 과학관, 기업, 민간단체 등 다양한 주체가 운영하는 전시·체험 프로그램도 경험할 수 있다.
[행사내용]
1. 메인프로그램 : 문화 예술에 과학을 접목해 대중과 소통하는 과학문화 공연 콘텐츠, 대한민국 우수 과학기술의 연구성과를 경험할 수 있는 전시 및 체험 프로그램, 12대 국가전략기술 소개 및 분야별 우수성과 전시, 대전 6대 전략산업 및 미래비전 홍보
2. 부대프로그램 : 지능형 과학실 교사 워크숍, 과학기술인 소통 네트워크 킥오프 회의
3. 소비자 참여 프로그램 : 가족 나들이 피크닉존 및 과학 미술 작품 전시, 과학 페이스페인팅 이벤트, 열기구 체험, 드론 레이싱
4. 기타 내용 : 세계과학문화포럼, 지역 활성화를 위한 과학기술문화 미래 포럼, 푸드존",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/4a9d1289-fbdd-438e-b8ec-39723f30110a_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4a9d1289-fbdd-438e-b8ec-39723f30110a_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4a9d1289-fbdd-438e-b8ec-39723f30110a_5.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4a9d1289-fbdd-438e-b8ec-39723f30110a_6.png,2025-04-16,2025-04-20,대전광역시 서구 둔산대로 169 (만년동),"과학기술정보통신부, 대전광역시/한국과학창의재단, 한국연구재단, 대전관광공사, (사)과학문화민간협의회",02-333-4723
드림파크 벚꽃축제,드림파크 야생화단지 벚꽃 산책로에서 시작하는 봄의 추억,"봄이 시작되는 드림파크 야생화단지에서 아름다운 벚꽃길 산책과 함께 꽃비를 맞을 수 있는 ""드림파크 벚꽃축제""가 개최된다. 봄꽃쉼터와 체험프로그램 등이 진행되며, 계절마다 변신하는 드림파크 야생화단지의 새로운 매력을 찾을 수 있다.
[행사내용]
1. 벚꽃 산책길
- 야생화단지 내 약 3.5㎞ 벚꽃터널(내부 1.2㎞, 외부 2.3㎞)과 벚나무 아래 수선화 꽃길
- 다양한 봄 초화(진달래, 개나리, 루피너스, 튤립, 작약, 창포 등)

2. 체험프로그램(참여 프로그램)
- 환경놀이 체험, 119 소방안전체험, 커피박 점토 활용 키링 만들기, 어디든 도서관
- 1분캐리커쳐, 소원나무 희망메시지 걸기, 삐에로와 풍선놀이, 벚꽃인생세컷 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/690e903d-9001-48fe-8209-b2e7a056664e_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_690e903d-9001-48fe-8209-b2e7a056664e_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_690e903d-9001-48fe-8209-b2e7a056664e_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_690e903d-9001-48fe-8209-b2e7a056664e_6.jpg,2025-04-14,2025-04-20,인천광역시 서구 자원순환로 170 (백석동) 드림파크 야생화단지,"수도권매립지관리공사, 수도권매립지주민지원협의체/(재)드림파크문화재단",032-560-9940
4·19혁명국민문화제,4·19혁명을 대표하는 전국 보훈 문화행사,"4·19혁명을 기념하여 범정부 차원의 지원 하에 전국민이 참여하는 4·19혁명국민문화제가 개최된다. 자유,민주,정의의 역사인 4·19혁명을 계승하고 전국민이 소통하는 화합의 장으로 마련된 이번 문화제는 4·19혁명의 감동과 대한민국의 희망을 온몸으로 느낄 수 있다.
[행사내용]
1. 메인프로그램: 전야제 락뮤직페스티벌
2. 부대프로그램: 4·19합창대회, 4·19연극제, 함께 봄 4·19, 1960 거리재현 퍼레이드 경연대회
3. 참여프로그램: 시민참여 및 시대체험 부스운영",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/1afae069-de5a-48c8-b7b8-981d862d7fbe_3.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1afae069-de5a-48c8-b7b8-981d862d7fbe_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1afae069-de5a-48c8-b7b8-981d862d7fbe_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1afae069-de5a-48c8-b7b8-981d862d7fbe_6.JPG,2025-04-12,2025-04-19,서울특별시 강북구 도봉로89길 13 (수유동),"4·19민주혁명회, 4·19혁명희생자유족회, 4·19혁명공로자회, 강북구/4·19혁명국민문화제위원회",02-901-6206
강서봄빛페스타,"미래의 빛, 새로운 봄","4월 12일, 강서구 대표 봄 축제이자 빛 축제인 강서봄빛페스타가 방화근린공원에서 개최된다. 어린이부터 어르신까지 남녀노소 누구나 참여할 수 있는 다채로운 프로그램과 화려한 점등행사, 감성을 자극하는 미래형 빛 전시까지 강서봄빛페스타에서 모두 만나볼 수 있다.
[행사내용]
1. 점등행사 (19:00) : 기념 식전공연, 레이저쇼, 점등식, 야간경관 라운딩

2. 체험 프로그램 (15:00 ~ 21:00)
- 별봄 아트부스: 봄과 별을 주제로 한 다채로운 체험부스 운영
- 별빛 플리마켓: 사회적경제기업, 마을기업, 지역예술과 등과 함께 하는 플리마켓
- 강서별빛우주과학관 프로그램 운영: 천체투영실, 야간 천체관측(20:00 예정) 등 다양한 과학관 행사 운영
- 푸드존, 각종 이벤트 부스 등 부대프로그램 운영

3. 야간 경관 전시 : 4. 12. ~ 4. 29. 매일 18:30 ~ 21:30 (18일간)
- 체험형 인터렉티브 빛 콘텐츠, 몽환적인 레이저 공연 등 색다른 미래의 빛 전시",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/2a01faee-d80d-42dc-9fd3-16df751ad1cf_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2a01faee-d80d-42dc-9fd3-16df751ad1cf_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2a01faee-d80d-42dc-9fd3-16df751ad1cf_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2a01faee-d80d-42dc-9fd3-16df751ad1cf_6.jpg,2025-04-12,2025-04-12,서울특별시 강서구 금낭화로 178 (방화동) 방화근린공원,강서구,02-2600-6634
금산 보곡산골 산벚꽃 축제,담백한 산벚꽃 아래에서 사랑과 우정의 꽃을 피워보세요!,"행사가 열리는 보곡산골마을은 국내 최대의 산벚꽃 자생 군락지로 약 약 1,000만㎡의 넓은 산자락을 화려한 산벚꽃이 차지하고 있다. 그 밖에도 산딸나무, 병꽃나무, 조팝나무, 진달래, 생강나무 등이 자생하며, 앞다퉈 꽃을 피워 내는 무공해 청정지역이다. 또한, 이름 모를 야생화들이 아기자기하게 피어 있어 ‘보이네요 길’에서 ‘자진뱅이 길’까지 가는 오솔길은 꽃들과 함께 도란도란 얘기 꽃을 피우기 좋은 산책길이 된다.
[행사내용]
보곡산골 산꽃술래길 보물 인증샷 이벤트, 숲 속 작은 음악회, 숲 속 공예전시 및 시화전 등 보곡산골만의 정취를 느낄 수 있는 각종 프로그램",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/a4e7b85b-d24b-45a6-ac7b-82d8a8521003_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_a4e7b85b-d24b-45a6-ac7b-82d8a8521003_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_a4e7b85b-d24b-45a6-ac7b-82d8a8521003_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_a4e7b85b-d24b-45a6-ac7b-82d8a8521003_6.jpg,2025-04-12,2025-04-20,충청남도 금산군 군북면 자진뱅이길 39,"(재)금산문화관광재단, 보곡산골마을회",041-750-2307
도서관의 날 · 도서관주간,"꿈을 키우는 씨앗, 도서관에 묻다","2021년 도서관법 개정으로 도서관에 대한 국민의 이해와 관심을 높이고 이용을 촉진하기 위하여 매년 4월 12일을 도서관의 날로, 그로부터 1주간을 도서관주간으로 지정하였다. 2023년 첫번째 도서관의 날을 기념하였으며 2025년 세 번째 도서관의 날을 맞이하며 1964년 이래 한국도서관협회가 주도하여 추진하였던 도서관과 독서문화 캠페인 도서관주간은 올해로 61회를 맞이했다. 도서관 이용 활성화를 위해 2025년 4월 10일~18일까지 국립중앙도서관과 전국 도서관에서 국제회의, 기념식, 강연, 체험행사 등 다양한 프로그램이 진행된다.
[행사내용]
1. 프로그램 : 국제회의, 해커톤 대회, 기념식, 세미나, LIVErary Open Garden
2. 캠페인 : 오늘도서관가봄 캠페인",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/06e05a4f-1941-46b2-ac0b-8cfc1f612818_3.png,,,,2025-04-12,2025-04-18,서울특별시 서초구 반포대로 201 (반포동),"문화체육관광부, 대통령 소속 국가도서관위원회",070-5159-5447
벽초지수목원 튤립 봄꽃축제,동서양의 아름다운 정원을 모두 품은 벽초지수목원,"동서양의 아름다운 정원을 모두 품은 벽초지수목원에서, 아래와 같이 2025년 벽초지수목원 튤립 봄꽃축제를 진행한다. 4월 12일 ~ 5월 6일동안 튤립 봄꽃 축제가 진행된다.
[행사내용]
- '벽초지 사진전'을 테마로 사계의 벽초지수목원 사진 전시
- 보타니 브런치카페에서 피자, 파스타 등 쉐프의 메뉴 소개
- 먼치먼치 푸드코트에서는 커피류,스낵류 이용",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9ed89f05-c7f6-46e6-9376-64fdabb22935_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9ed89f05-c7f6-46e6-9376-64fdabb22935_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9ed89f05-c7f6-46e6-9376-64fdabb22935_5.jpg,2025-04-12,2025-05-06,경기도 파주시 광탄면 부흥로 242,벽초지수목원,031-957-2004
영랑호 벚꽃축제,나의 완벽한 봄 in 속초,"영랑호의 자연경관과 지역 문화콘텐츠를 결합한 속초 대표 봄축제이다. 영랑호를 따라 만개한 벚꽃과 설악산의 웅장한 배경이 어우러진 영랑호수 일원에서 영랑호만이 간직한 쉼, 힐링, 치유 이미지를 부각한 '웰니스', 친환경' 축제의 장을 마련하고자 제2회 2025 영랑호 벚꽃축제를 개최한다.
[행사내용]
대표 프로그램
- 명랑해, 봄(함께 뛰고 즐기는 봄날!) : 영랑운동회, 버블쇼, 밀당이벤트, 태권도시범단
- 사랑해, 봄(벚꽃 속에서 피어나는 사랑!) : 벚꽃시네마, 힐링공연, 노르딕워킹, 봄날요가
- 완벽해, 봄(완벽한 봄을 만드는 상시 프로그램) : 플리마켓, 벚꽃피크닉, 친환경체험, 숲속도서관, 자연놀이터, 포토존, 조명터널",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/478989b0-3c54-45a0-a456-0a267e41728b_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_478989b0-3c54-45a0-a456-0a267e41728b_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_478989b0-3c54-45a0-a456-0a267e41728b_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_478989b0-3c54-45a0-a456-0a267e41728b_6.JPG,2025-04-12,2025-04-13,강원특별자치도 속초시 금호동 610-22 영랑호 잔디광장,속초시/(주)빛나르고,033-639-2545
"인천, 사이언스 페스티벌",인천 지역의 특성을 반영한 다채로운 과학 프로그램,"4월 과학의 날을 기념하여 2025 City of Science 인천 과학 축제 <인천, 사이언스 페스티벌>을 개최한다. 인천 개항장을 중심으로 지역의 특성을 반영한 다채로운 과학체험 프로그램이 준비되어 있다. 세부 프로그램으로는 과학의 날 기념식, 인천과학기술진흥 유공자 표창식, 로봇공연, 버블쇼, 과학소통 공연, 강연 및 과학기술 및 문화 체험부스(30여개) 등이 있다. 모든 체험부스 참가비는 무료이며, 행사 당일 현장에서 선착순 참여로 진행된다. 이 행사는 과학기술진흥기금 및 복권기금의 재원으로 운영되고, 과학기술정보통신부와 한국과학창의자댄의 지원을 받아 수행된 성과물로 우리나라의 과학기술 발전과 저소득 및 소외계층의 복지 증진에도 기여한다.
[행사내용]
1. 기념식 : 인천과학기술진흥 유공자 표창식, 물곰이가족기자단 임명식, 드론쇼 등
2. 과학문화 공연 프로그램 : 로봇공연, 버블쇼, 합창 등
3. 과학문화 체험 프로그램 : 로봇, 우주, 과학놀이 관련 30여개 프로그램",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/14339b75-2bd4-4b5c-a64f-ad9f7b55de4b_3.jpg,,,,2025-04-12,2025-04-12,인천광역시 중구 제물량로218번길 3 (해안동1가) 인천 아트플랫폼,인천광역시/인천과학문화거점센터,032-835-8073
자유공원 벚꽃축제,인천 자유공원 일대에서 펼처지는 봄의 향연,"2025년 자유공원 벚꽃축제는 봄꽃 개화 시즌에 맞춰 인천의 대표적인 벚꽃 명소인 자유공원 산책길을 배경으로 펼쳐지는 봄 축제이다. 주요 프로그램으로는 자유공원 광장 특설무대에서 펼쳐지는 봄꽃음악회, 산책길에 조성된 야외무대에서 펼쳐지는 벚꽃길 예술공연, 행사 타이틀을 주제로 진행되는 인생네컷 체험과 다양한 체험 프로그램인 벚꽃놀이터 체험, 벚꽃을 주제로 지역 수공예인들이 운영하는 플리마켓인 아트마켓, 다양한 먹거리를 판매하는 먹거리 부스로 구성된다.
[행사내용]
1. 메인프로그램 : 차이나는 문화공연(사자춤, 변검, 경극), 서커스 '더 해프닝쇼 마이드림', 인천대학페스티벌, 봄꽃음악회(주요 출연자 : 가수 거미, 경서)
2. 부대프로그램 : 벚꽃길 버스킹 공연, 보글보글 버블쇼, 스트리트 매직쇼
3. 소비자 참여 프로그램 : 벚꽃놀이터 체험, 아트마켓
4. 기타 내용 : 벚꽃길 먹거리부스 & 푸드트럭",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/413b4c9c-fd4b-4f54-9f9e-d9dc35762e4e_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_413b4c9c-fd4b-4f54-9f9e-d9dc35762e4e_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_413b4c9c-fd4b-4f54-9f9e-d9dc35762e4e_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_413b4c9c-fd4b-4f54-9f9e-d9dc35762e4e_6.jpg,2025-04-12,2025-04-12,인천광역시 중구 제물량로232번길 46 (송학동1가) 인천광역시 자유공원,인천광역시 중구청/(재)인천중구문화재단,032-777-9892
