축제명,간단한 소개,내용글,상세내용,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
무등울림축제,산과 바다가 만나는 곳,"오는 5월 24일부터 이틀간 무등산 자락 전통문화관과 그 일대에서 2025 무등울림축제가 개최된다. 축제 슬로건인 '산과 바다가 만나는 곳'은 전통문화의 가치를 계승하는 정신과 이를 재해석하여 만드는 다채로운 모습을 산과 바다에 비유한 것이다. 개막공연으로는 광주국악방송과 함께 평소 만나보기 힘들었던 국악인들의 화려한 공연이 펼쳐진다. 먹거리 푸드트럭와 문화장터를 운영하며, 다양한 전통 체험 프로그램을 경험할 수 있다.
[행사내용]
1. 메인프로그램 : 개막공연(고영열, 황애리, 예결밴드), 토요상설공연(문명자), 메인공연(김산옥, 임재현, 도하), 북해도 예술단체 공연 등
2. 부대프로그램 : 푸드트럭, 문화장터, 피크닉존, 어린이 체험 프로그램, 도예/전통주 체험 등","[행사내용]
1. 메인프로그램 : 개막공연(고영열, 황애리, 예결밴드), 토요상설공연(문명자), 메인공연(김산옥, 임재현, 도하), 북해도 예술단체 공연 등
2. 부대프로그램 : 푸드트럭, 문화장터, 피크닉존, 어린이 체험 프로그램, 도예/전통주 체험 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/b5d35969-8a98-4780-997c-b7aba5ef78fb_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_b5d35969-8a98-4780-997c-b7aba5ef78fb_6.JPG,2025-05-24,2025-05-25,광주광역시 동구 의재로 222 전통문화관  광주문화재단 전통문화관,광주광역시/광주문화재단 전통문화관,062-670-8511
보롬왓 메밀축제,보롬왓 메밀축제는 매년 제주에서 열리는 대표적인 자연 경관 축제,"제주의 푸른 하늘 아래, 바람이 머무는 들판 보롬왓에서 펼쳐지는 메밀꽃 축제는 하얀 꽃물결이 장관을 이루는 제주의 대표적인 봄 축제이다. 축제 기간 동안 방문객들은 메밀꽃이 펼쳐진 아름다운 풍경을 감상하며, 제주 봄의 생동감을 만끽할 수 있다. 또한 포토존과 산책로가 잘 조성되어 있어 가족, 연인, 친구들과 함께 추억을 남기기에 더없이 좋은 축제이다. 자연 속 감성과 여유를 느끼며, 보롬왓에서 특별한 봄날을 경험할 수 있다.
[행사내용]
대표 프로그램
- 포토존과 산책로","[행사내용]
대표 프로그램
- 포토존과 산책로",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/85b2cde1-9ddc-4211-aa4e-facc847cf0a8_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_85b2cde1-9ddc-4211-aa4e-facc847cf0a8_6.jpg,2025-05-24,2025-06-15,제주특별자치도 서귀포시 표선면 번영로 2350-104 보롬왓,농업회사법인 보롬왓 주식회사,010-7362-2345
부산세계시민축제,글로벌 허브도시 부산의 대표적인 도심 속 지구촌 문화축제,"세계인의 날을 기념하기 위해 개최되는 부산세계시민축제(Global Gathering)는 부산 도심 속 최대 다문화 축제로서, 세계 각국의 문화를 경험하며 세계인과 함께 교류·소통·화합하는 글로벌 허브도시 부산의 지구촌 문화행사이다.
[행사내용]
1. 메인프로그램 : 개막식, 세계문화 체험부스 운영(전시 및 음식 등), 국가별 특별 기념공연, BeFM 공개방송
2. 부대프로그램 : 영화 속 세계시민 이야기, Enjoy English Zone, 각종 체험 프로그램 등
3. 시민 참여 프로그램 : 경품 추첨, 한석봉 대회, OX퀴즈 등
4. Global Food Street : 세계 각국 음식 및 음료 등 먹거리 판매","[행사내용]
1. 메인프로그램 : 개막식, 세계문화 체험부스 운영(전시 및 음식 등), 국가별 특별 기념공연, BeFM 공개방송
2. 부대프로그램 : 영화 속 세계시민 이야기, Enjoy English Zone, 각종 체험 프로그램 등
3. 시민 참여 프로그램 : 경품 추첨, 한석봉 대회, OX퀴즈 등
4. Global Food Street : 세계 각국 음식 및 음료 등 먹거리 판매",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ea2aacf1-e6e2-4d70-8896-a97ee7ecfa66_6.jpg,2025-05-24,2025-05-24,부산광역시 해운대구 수영강변대로 120 영화의전당  영화의전당,"부산광역시, 법무부/부산글로벌도시재단, 부산출입국·외국인청, 영화의전당",051-711-6843
서울세계도시문화축제,문화로 동행(同行)하는 세계와 서울,"전세계인의 글로벌 축제이자 국내 최대 규모의 세계도시 문화교류 축제 서울세계도시문화축제가 동대문디자인플라자(DDP) 일원에서 다시 펼쳐진다. 전세계의 문화와 공연과 전세계의 먹거리까지, 문화로 동행하는 세계와 서울을 즐기는 축제이다.
[행사내용]
1. 공연 프로그램
- 세계 문화 공연 스테이지, 월드 버스킹

2. 문화 프로그램
- 세계 대사관 ZONE, 세계 전통 의상 체험ZONE, 세계 큐브 사진전, 세계 전통놀이 ZONE

3. 음식 프로그램
- 세계 음식 ZONE, 세계 디저트 ZONE, K-FOOD ZONE","[행사내용]
1. 공연 프로그램
- 세계 문화 공연 스테이지, 월드 버스킹

2. 문화 프로그램
- 세계 대사관 ZONE, 세계 전통 의상 체험ZONE, 세계 큐브 사진전, 세계 전통놀이 ZONE

3. 음식 프로그램
- 세계 음식 ZONE, 세계 디저트 ZONE, K-FOOD ZONE",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/0c211bd6-664c-44f0-9fde-aeb883ce8a80_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_0c211bd6-664c-44f0-9fde-aeb883ce8a80_6.jpg,2025-05-24,2025-05-25,서울특별시 중구 을지로 281 (을지로7가) 동대문디자인플라자,서울특별시,070-5143-5662
예술해봄,숲 속에서 즐기는 모두의 예술 피크닉,"<예술해봄>축제는 숲 속에서 즐기는 모두의 예술피크닉으로 '예술을 해보다'. '예술이 피어나는 봄'이라는 의미를 담아 서울의 생활예술인과 시민예술가 300여명과 서울 스테이지 예술인들이 함께 만드는 축제이다. 시민예술가들이 무대 위에서 펼치는 다양한 춤과 노래 공연, 서울시 동북권역 동호회 및 청년 문화예술 동아리가 시민과 함께하는 체험 프로그램, 어린이 및 가족대상 프로그램 - 서울새활용플라자 협력 업사이클링 프로그램, '예술해봄' 그림으로 그리기 프로그램(시민 누구나 참여 가능), 이동형 사운드퍼포먼스 '활력청소부', 그 외 작가농부마켓 등 문화예술로 시민 누구나 함께할 수 있는 다채로운 볼거리와 체험거리로 가득할 예정이다.
[행사내용]
1. 공연프로그램 : 시민예술가 10팀(스윙댄스, 플라멩코, 밴드, 기타연주 등), 축하공연
2. 체험프로그램 : 시민예술가 체험 프로그램(공예, 인물화, 사진, 책갈피 등), 어린이 및 가족대상 프로그램(업사이클링, 그림그리기 등), 이동형 사운드퍼포먼스
3. 부대프로그램 : 마켓(작가농부마켓 15팀)","[행사내용]
1. 공연프로그램 : 시민예술가 10팀(스윙댄스, 플라멩코, 밴드, 기타연주 등), 축하공연
2. 체험프로그램 : 시민예술가 체험 프로그램(공예, 인물화, 사진, 책갈피 등), 어린이 및 가족대상 프로그램(업사이클링, 그림그리기 등), 이동형 사운드퍼포먼스
3. 부대프로그램 : 마켓(작가농부마켓 15팀)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/570c2486-680b-4f1d-8728-23f4abe94ad6_3.jpg,,,,2025-05-24,2025-05-24,서울특별시 광진구 능동로 216 (능동),"서울특별시, 서울문화재단",02-758-2020
허난설헌문화제,광주시 대표 문화예술축제,"'허난설헌문화제 <청년, 초희>'는 조선시대 대표 시인 '허난설헌'을 27살 청년 예술가 '초희(楚姬)'로 바라보며 그녀가 남긴 예술을 재조명하고 현시대 청년과 예술가를 주목하는 광주시 대표 문화예술축제이다.
또한 가족 친화적인 인문학적 프로그램과 문화예술 프로그램을 진행하여 시민이 함께 즐기고 만드는 시민 참여적인 축제이다.
전국 백일장 공모전을 통해 허난설헌과 같은 뛰어난 청년 예술가를 발굴하고 추후 문학상 발전의 초석을 마련하고자 한다.
※ 자세한 사항은 광주시문화재단(www.nsart.or.kr)을 참고
[행사내용]
1. 메인 프로그램 : 전국 백일장 공모전
2. 강연 프로그램 : 인문학 강연
3. 관람 프로그램 : 버스킹 공연, 전시
4. 참여 프로그램 : 체험부스, 북마켓
5. 기타 : 푸드트럭 등","[행사내용]
1. 메인 프로그램 : 전국 백일장 공모전
2. 강연 프로그램 : 인문학 강연
3. 관람 프로그램 : 버스킹 공연, 전시
4. 참여 프로그램 : 체험부스, 북마켓
5. 기타 : 푸드트럭 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/5eeefa6b-0668-4f53-877a-7d61dbd29a74_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5eeefa6b-0668-4f53-877a-7d61dbd29a74_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5eeefa6b-0668-4f53-877a-7d61dbd29a74_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_5eeefa6b-0668-4f53-877a-7d61dbd29a74_6.jpg,2025-05-24,2025-05-24,경기도 광주시 회안대로 891 (송정동) 광주시문화재단 남한산성아트홀,재단법인 광주시문화재단,031-789-5742
춘천마임축제,"매해 5월 마지막주 봄과 물의도시 춘천에서 열리는 도시와 예술, 시민을 잇는 공연예술축제","춘천마임축제는 해마다 5월 마지막 주 춘천에서 열리는 축제로 물과 불, 몸과 움직임을 통해 도시와 예술, 시민을 잇는 공연예술축제이다. 프랑스 미모스 마임축제, 영국의 런던 마임축제와 더불어 세계 3대 마임축제로 손꼽히며 국제적 위상을 높여가고 있다. 도시와 도시민이 가진 정서와 마음을 말 없는 움직임과 물, 불, 꽃, 빛, 영상 등 다양한 장르와의 융복합을 통해 '춘천+마임+축제'라는 새로운 장르를 만들어가고 있다. 물과 불의 원초적 에너지를 기반으로 도시와 시대가 가진 욕망을 예술적 몸짓으로 풀어헤치는 '난장'의 축제이다. 2025 춘천마임축제는 '몸풍경'을 주제로 5월 25일부터 6월 1일까지 개최되며 개막난장 아!水라장을 시작으로 밤샘난장 도깨비난장까지 8일간 다양한 몸풍경을 춘천시 곳곳에서 선보인다.
[행사내용]
1. 개막난장 아!水라장
- 개막 프로그램. 춘천 중앙로에서 진행되는 한바탕 물난장과 예술가들의 거리 퍼포먼스.

2. 밤샘난장 도깨비난장
- 우리의 갇혀 있는 몸에게 자유를! 마임·무용·서커스·댄스·에어리얼 등 다양한 장르의 공연과 예술가들의 몸직임 프로그램, 지역 청년들이 직접 꾸미는 공간 등 도깨비같은 예술가들과 해뜰때까지 노는 춘천마임축제 킬러콘텐츠.

3. 모두의봄
- 춘천마임축제와 춘천사회혁신센터가 함께 만드는 프로그램. 예술가들의 이야기와 워크숍, 봄을 부르는 몸짓이 가득한 하루.

4. 안녕? 마임의집
- 마임을 배울 수 있는 특별 워크숍과 마임에 깊게 스며들 수 있는 공연이 있는 프로그램.

5. 걷다보는마임
- 석사천 산책로를 따라 진행되는 다양한 공연 프로그램.

6. 도깨비유랑단
- 학교, 거리 등 일상공간으로 예술가가 찾아가는 프로그램.

[운영시간]
- 평일 : 19:00 ~ 21:00 내
- 도깨비난장(토) : 14:00~익일 05:00
- 아!水라장(일) : 13:00~16:00","[행사내용]
1. 개막난장 아!水라장
- 개막 프로그램. 춘천 중앙로에서 진행되는 한바탕 물난장과 예술가들의 거리 퍼포먼스.

2. 밤샘난장 도깨비난장
- 우리의 갇혀 있는 몸에게 자유를! 마임·무용·서커스·댄스·에어리얼 등 다양한 장르의 공연과 예술가들의 몸직임 프로그램, 지역 청년들이 직접 꾸미는 공간 등 도깨비같은 예술가들과 해뜰때까지 노는 춘천마임축제 킬러콘텐츠.

3. 모두의봄
- 춘천마임축제와 춘천사회혁신센터가 함께 만드는 프로그램. 예술가들의 이야기와 워크숍, 봄을 부르는 몸짓이 가득한 하루.

4. 안녕? 마임의집
- 마임을 배울 수 있는 특별 워크숍과 마임에 깊게 스며들 수 있는 공연이 있는 프로그램.

5. 걷다보는마임
- 석사천 산책로를 따라 진행되는 다양한 공연 프로그램.

6. 도깨비유랑단
- 학교, 거리 등 일상공간으로 예술가가 찾아가는 프로그램.

[운영시간]
- 평일 : 19:00 ~ 21:00 내
- 도깨비난장(토) : 14:00~익일 05:00
- 아!水라장(일) : 13:00~16:00",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/6976e484-75c5-447b-ad8f-33f44cc37ac4_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6976e484-75c5-447b-ad8f-33f44cc37ac4_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6976e484-75c5-447b-ad8f-33f44cc37ac4_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6976e484-75c5-447b-ad8f-33f44cc37ac4_6.jpg,2025-05-25,2025-06-01,강원특별자치도 춘천시 중도동 357-39,"(사)춘천마임축제, KBS춘천방송총국",033-242-0585
강릉단오제,"스무 살, 단오","강릉단오제는 유네스코 인류무형문화유산이자 천년의 전통을 가진 대한민국 대표 축제로 매년 50만명이상의 관광객이 찾고 있다. 2025 강릉단오제 주제는 유네스코 인류무형문화유산 선정 20주년 기념 <스무 살, 단오>이며 5월 27일부터 6월 3일까지 8일간 진행된다. 강릉단오제는 전통 문화의 정수인 ‘제례’와 신과 사람이 소통하는 ‘굿판’, 전국 최대 규모의 난장이 펼쳐지고, 국가 지정 문화유산, 시민참여행사, 민속놀이 행사 등 풍성한 프로그램이 마련되어 있다.
[행사내용]
1. 지정문화유산 행사
① 신주빚기
② 대관령산신제
③ 대관령국사성황제
④ 구산서낭제
⑤ 학산서낭제
⑥ 봉안제
⑦ 영신제
⑧영신행차
⑨ 조전제
⑩ 단오굿
⑪ 관노가면극
⑫ 송신제·소제

2. 전통연희 한마당
① 국가무형유산 공연
② 道무형문화유산 공연
③ 지역무형문화유산 공연
④ 전통혼례

3. 무대공연예술제
① 무대공연예술행사
② 국내예술단초청공연

4. 국 외 초 청 공 연
① 라트비아
② 일본
③ 보츠와나

5. 경연대회페스티벌
① 농악경연대회
② 강릉사투리경연대회
③ 전국민요경창대회
④ 전국한국무용대회
⑤ 전국남녀 시조경창대회

6. 청소년어울림한마당
① 청소년 가요제
② 청소년댄스페스티벌
③ 청소년 단오마당 D.Y.F

7. 단오체험촌
① 신주,수리취떡맛보기
② 창포머리감기
③ 관노탈자개키링만들기
④ 단오부채그리기
⑤ 단오빔 입어보기
⑥ 단오단장하기
⑦ 전통차 맛보기
⑧ 단오 뱃지 만들기
⑨ 신주교환

8. 시민참여한마당
① 신주미봉정행사
② 단오등행사
③ 강릉시주민자치 한마당

9. 강릉문화유산활용
① 방짜수저
② 불교목조각
③ 전통자수

10. 민속놀이 행사
① 씨름대회
② 그네대회
③ 투호대회
④ 줄다리기대회
⑤ 윷놀이 대회

11. 경축 문화예술 행사
① 대한민국창포주선발대회
② 학생미술대회
③ 독후감·체험기쓰기대회
④ 제일고·중앙고 축구정기전
⑤ 깃발사진전

12. 부대행사
①영산홍챌린지
②사진숏폼영상공모전
③ 단오1,000타일리마인드<추억을 잇다>
④ 불꽃놀이
⑤ 경품추첨행사
⑥ 스탬프랠리
⑦ 팸투어","[행사내용]
1. 지정문화유산 행사
① 신주빚기
② 대관령산신제
③ 대관령국사성황제
④ 구산서낭제
⑤ 학산서낭제
⑥ 봉안제
⑦ 영신제
⑧영신행차
⑨ 조전제
⑩ 단오굿
⑪ 관노가면극
⑫ 송신제·소제

2. 전통연희 한마당
① 국가무형유산 공연
② 道무형문화유산 공연
③ 지역무형문화유산 공연
④ 전통혼례

3. 무대공연예술제
① 무대공연예술행사
② 국내예술단초청공연

4. 국 외 초 청 공 연
① 라트비아
② 일본
③ 보츠와나

5. 경연대회페스티벌
① 농악경연대회
② 강릉사투리경연대회
③ 전국민요경창대회
④ 전국한국무용대회
⑤ 전국남녀 시조경창대회

6. 청소년어울림한마당
① 청소년 가요제
② 청소년댄스페스티벌
③ 청소년 단오마당 D.Y.F

7. 단오체험촌
① 신주,수리취떡맛보기
② 창포머리감기
③ 관노탈자개키링만들기
④ 단오부채그리기
⑤ 단오빔 입어보기
⑥ 단오단장하기
⑦ 전통차 맛보기
⑧ 단오 뱃지 만들기
⑨ 신주교환

8. 시민참여한마당
① 신주미봉정행사
② 단오등행사
③ 강릉시주민자치 한마당

9. 강릉문화유산활용
① 방짜수저
② 불교목조각
③ 전통자수

10. 민속놀이 행사
① 씨름대회
② 그네대회
③ 투호대회
④ 줄다리기대회
⑤ 윷놀이 대회

11. 경축 문화예술 행사
① 대한민국창포주선발대회
② 학생미술대회
③ 독후감·체험기쓰기대회
④ 제일고·중앙고 축구정기전
⑤ 깃발사진전

12. 부대행사
①영산홍챌린지
②사진숏폼영상공모전
③ 단오1,000타일리마인드<추억을 잇다>
④ 불꽃놀이
⑤ 경품추첨행사
⑥ 스탬프랠리
⑦ 팸투어",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/c30076fe-18c2-40a8-8a0c-66f05e349cb1_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c30076fe-18c2-40a8-8a0c-66f05e349cb1_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c30076fe-18c2-40a8-8a0c-66f05e349cb1_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c30076fe-18c2-40a8-8a0c-66f05e349cb1_6.JPG,2025-05-27,2025-06-03,강원특별자치도 강릉시 단오장길 1,"(사)강릉단오제위원회, (사)강릉단오제보존회 /강원특별자치도, 강릉시",033-641-1593
수라간 시식공감,"봄 정취 가득한 경복궁의 밤, 수라간 시식공감으로 여러분을 초대합니다.","수라간 시식공감'은 궁중 문화를 보고 먹고 즐기고 감동한다는 視 시각, 食 음식, 公 공연, 感 감동을 주제로 궁중음식문화를 직접 체험해 보는 전통문화 복합체험 프로그램이다.
[행사내용]
프로그램 소개
가. 선택 프로그램
1) 다담-시식공감(궁중병과)
2) 식도락-시식공감(궁중음식)
나. 공통 프로그램
1) 주방골목(전통간식)
2) 전통 놀이 체험 등

행사시간
18:00 ~ 21:00 (180분)
1) 다담-시식공감(궁중병과) 1회 18:00~19:00 / 2회 19:30~20:30
2) 식도락-시식공감(궁중음식) 1회 18:00~19:00 / 2회 19:30~20:30

[축제기간]
*상세 일정은 공식 홈페이지 내 확인 가능","[행사내용]
프로그램 소개
가. 선택 프로그램
1) 다담-시식공감(궁중병과)
2) 식도락-시식공감(궁중음식)
나. 공통 프로그램
1) 주방골목(전통간식)
2) 전통 놀이 체험 등

행사시간
18:00 ~ 21:00 (180분)
1) 다담-시식공감(궁중병과) 1회 18:00~19:00 / 2회 19:30~20:30
2) 식도락-시식공감(궁중음식) 1회 18:00~19:00 / 2회 19:30~20:30

[축제기간]
*상세 일정은 공식 홈페이지 내 확인 가능",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/fe10df59-8076-4827-89b6-d58f0b404dd2_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe10df59-8076-4827-89b6-d58f0b404dd2_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe10df59-8076-4827-89b6-d58f0b404dd2_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_fe10df59-8076-4827-89b6-d58f0b404dd2_6.jpg,2025-05-28,2025-06-05,서울특별시 종로구 사직로 161 (세종로) 경복궁,국가유산청 궁능유적본부/국가유산진흥원,1522-2295
센텀맥주축제,일상에서 벗어나 즐거운 일탈로 충전하는 빅 이벤트 페스티벌,"부산의 대표적인 맥주 축제 중 하나인 센텀맥주축제는 맥주 애호가들과 축제를 즐기는 이들에게 놓칠 수 없는 특별한 행사이다. 매년 부산 센텀시티 영화의 전당에서 개최되는 이 축제는 시원한 맥주와 축제의 열기를 한껏 즐길 수 있는 자리이며, 단 하나의 입장권으로 무제한 맥주를 마음껏 즐길 수 있으며, 각종 이벤트와 경품추첨 그리고 인기 가수와 밴드, DJ EDM 공연이 준비되어 있다. 게다가 다양한 먹거리들이 준비되어 있어 맥주와의 최고의 페어링을 경험할수 있다.
[행사내용]
1. 메인프로그램 : 메인 무대 공연 (인기 밴드, 가수, DJ, EDM공연, 댄스, 인디 등)
2. 부대프로그램 : 관람객과 함께하는 무대 이벤트
3. 소비자 참여 프로그램 : 다양한 팝업 부스와 체험형 이벤트 부스
4. 기타 내용 : 맥주와 먹거리뿐만 아니라, 한 공간안에서 다채로운 이벤트를 참여할 수 있는 센텀맥주축제","[행사내용]
1. 메인프로그램 : 메인 무대 공연 (인기 밴드, 가수, DJ, EDM공연, 댄스, 인디 등)
2. 부대프로그램 : 관람객과 함께하는 무대 이벤트
3. 소비자 참여 프로그램 : 다양한 팝업 부스와 체험형 이벤트 부스
4. 기타 내용 : 맥주와 먹거리뿐만 아니라, 한 공간안에서 다채로운 이벤트를 참여할 수 있는 센텀맥주축제",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/41b04731-accb-4a5f-aa43-af88b0c70b11_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_41b04731-accb-4a5f-aa43-af88b0c70b11_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_41b04731-accb-4a5f-aa43-af88b0c70b11_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_41b04731-accb-4a5f-aa43-af88b0c70b11_6.jpg,2025-05-29,2025-06-08,"부산광역시 해운대구 수영강변대로 120 (우동) 부산광역시 해운대구 우동, 영화의전당",㈜KNN/센텀맥주축제조직위원회,"051-850-9344
051-740-4116"
영광법성포단오제,"온고지신(溫故知新), 빛과 바람이 기억하는 법성포단오제만의 풍류를 즐겨보자","영광법성포단오제는 조선 중기부터 시작하여 500여년의 역사와 전통을 가진 유서 깊은 민속축제이다. 예로부터 어업이 주를 이뤘던 법성포는 인의산신에게 무사안녕을 기원하는 제를 올렸고, 바다에는 만선을 기원하는 용왕제를 올려왔다. 또한, 숲쟁이국악경연을 통해 판소리와 잡기 등을 진정받은 재인들의 실력은 전국 어느 곳에서도 통했다. 이렇듯 유구한 역사와 전통을 이어온 법성포단오제는 난장트기, 용왕제, 선유놀이, 숲쟁이국악경연대회가 2012년 국가중요무형문화재로 지정되며 대한민국을 대표하는 전통문화 축제로 자리매김 하였다. 매년 음력 5월5일 단오를 전후하여 개최되며 국가중요무형문화재로 지정된 행사 뿐만 아니라 씨름대회, 민속놀이, 축하 공연과 각종 체험행사 등이 펼쳐진다. 성공적인 축제 개최로 단오에 담긴 조상의 얼을 되새기며 전통문화 예술의 계승과 발전을 도모하고자 한다.
[행사내용]
1. 제전, 민속행사 : 난장트기, 용왕제, 선유놀이, 산신제, 당산제 등
2. 경연행사 : 학생 차예절 경연대회, 숲쟁이 전국국악경연대회, 법성포단오제 씨름왕 대회, 단오학생예술제, 민속놀이 경연대회, 청소년 페스티벌 등
3. 공연행사 : 천년의 영광 오백년의 흥”글로리 콘서트, 날Go! 뛰Go! 우리가 별☆이다, 달빛길 따라 단오길 따라~, 지역 문화예술 공연, 초청가수 공연 등
4. 참여, 체험행사 : 단심줄놀이, 창포 머리감기, 떡메치기, 단오선 서예처험, 장어잡기, 그네뛰기, 전통놀이, 단오 소원등 달기, 소원돌탑쌓기 등
5. 부대시설 : 종합관광안내소, 군정 홍보관, 특산품 홍보관, 관광객 쉼터, 휠체어·유모차 대여소, 모유수유실, 의료·소방 지원 등","[행사내용]
1. 제전, 민속행사 : 난장트기, 용왕제, 선유놀이, 산신제, 당산제 등
2. 경연행사 : 학생 차예절 경연대회, 숲쟁이 전국국악경연대회, 법성포단오제 씨름왕 대회, 단오학생예술제, 민속놀이 경연대회, 청소년 페스티벌 등
3. 공연행사 : 천년의 영광 오백년의 흥”글로리 콘서트, 날Go! 뛰Go! 우리가 별☆이다, 달빛길 따라 단오길 따라~, 지역 문화예술 공연, 초청가수 공연 등
4. 참여, 체험행사 : 단심줄놀이, 창포 머리감기, 떡메치기, 단오선 서예처험, 장어잡기, 그네뛰기, 전통놀이, 단오 소원등 달기, 소원돌탑쌓기 등
5. 부대시설 : 종합관광안내소, 군정 홍보관, 특산품 홍보관, 관광객 쉼터, 휠체어·유모차 대여소, 모유수유실, 의료·소방 지원 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/1d3238d9-455f-4384-a1c3-21ba4c9d8176_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1d3238d9-455f-4384-a1c3-21ba4c9d8176_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1d3238d9-455f-4384-a1c3-21ba4c9d8176_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_1d3238d9-455f-4384-a1c3-21ba4c9d8176_6.JPG,2025-05-29,2025-06-01,전라남도 영광군 법성면 진굴비길 154-13 법성포단오제 전수교육관 및 법성포 뉴타운 일원,"(사)법성포단오제보존회, 법성포단오제 제전위원회",061-356-4331
